field,month,year,age,tempo,temperature,Precipitation,solo,Id
0,12,2015,30,12/2015,28.695,217.95,0.264985,5289
0,6,2016,3,6/2016,27.711,135.24,0.31434249999999997,5290
0,7,2016,3,7/2016,27.632,134.67,0.305595,5291
0,8,2016,3,8/2016,28.707,94.653,0.281025,5292
0,3,2017,4,3/2017,26.183,563.46,0.3516375,5293
0,3,2017,4,3/2017,26.183,563.46,0.3516375,5294
0,4,2017,4,4/2017,26.788,354.55,0.353515,5295
0,4,2017,4,4/2017,26.788,354.55,0.353515,5296
0,5,2017,4,5/2017,27.413,274.06,0.3417,5297
0,5,2017,4,5/2017,27.413,274.06,0.3417,5298
0,6,2017,4,6/2017,27.572,149.56,0.334515,5299
0,6,2017,4,6/2017,27.572,149.56,0.334515,5300
0,8,2017,4,8/2017,28.502,151.72,0.2870375,5301
0,8,2017,4,8/2017,28.502,151.72,0.2870375,5302
0,10,2017,4,10/2017,28.66,196.66,0.26398750000000004,5303
0,10,2017,4,10/2017,28.66,196.66,0.26398750000000004,5304
0,11,2017,4,11/2017,29.085,21.461,0.2583975,5305
0,11,2017,4,11/2017,29.085,21.461,0.2583975,5306
1,1,2012,27,1/2012,27.485,409.01,0.25029250000000003,5307
1,2,2012,27,2/2012,26.549,491.13,0.2819575,5308
1,3,2012,27,3/2012,26.234,462.94,0.330365,5309
1,4,2012,27,4/2012,26.94,355.9,0.33424,5310
1,5,2012,27,5/2012,27.329,228.67,0.326335,5311
1,6,2012,27,6/2012,27.131,121.49,0.3095575,5312
1,7,2012,27,7/2012,26.892,113.03,0.3289025,5313
1,8,2012,27,8/2012,27.277,66.048,0.3072025,5314
1,9,2012,27,9/2012,28.32,68.715,0.26724,5315
1,10,2012,27,10/2012,29.649,81.293,0.23207,5316
1,11,2012,27,11/2012,29.815,50.59,0.2275675,5317
1,12,2012,27,12/2012,27.974,216.23,0.24805,5318
1,1,2013,28,1/2013,26.395,345.55,0.3064775,5319
1,2,2013,28,2/2013,26.246,640.97,0.33721999999999996,5320
1,3,2013,28,3/2013,26.561,429.59,0.3507825,5321
1,4,2013,28,4/2013,26.497,358.01,0.3562875,5322
1,5,2013,28,5/2013,26.672,332.1,0.35729999999999995,5323
1,6,2013,28,6/2013,27.006,168.09,0.32779,5324
1,7,2013,28,7/2013,26.365,198.53,0.33575750000000004,5325
1,8,2013,28,8/2013,27.651,179.35,0.3133825,5326
1,9,2013,28,9/2013,27.962,106.32,0.313295,5327
1,10,2013,28,10/2013,28.708,122.71,0.2779775,5328
1,11,2013,28,11/2013,28.15,195.89,0.27382000000000006,5329
1,12,2013,28,12/2013,28.444,250.6,0.26900749999999995,5330
1,1,2014,29,1/2014,26.869,383.05,0.2803,5331
1,2,2014,29,2/2014,26.026,569.41,0.3385325,5332
1,3,2014,29,3/2014,26.283,530.5,0.3499675,5333
1,5,2014,29,5/2014,26.576,260.45,0.3611525,5334
1,6,2014,29,6/2014,27.016,231.87,0.35194250000000005,5335
1,7,2014,29,7/2014,26.973,183.19,0.347575,5336
1,8,2014,29,8/2014,27.56,134,0.31989999999999996,5337
1,9,2014,29,9/2014,27.873,115.54,0.28923,5338
1,10,2014,29,10/2014,28.235,169.56,0.285095,5339
1,11,2014,29,11/2014,28.862,42.329,0.26914,5340
1,12,2014,29,12/2014,28.394,248.58,0.27065,5341
1,1,2015,30,1/2015,26.917,414.8,0.29011499999999996,5342
1,2,2015,30,2/2015,26.462,417.51,0.31074500000000005,5343
1,3,2015,30,3/2015,26.333,506.45,0.3387425,5344
1,4,2015,30,4/2015,26.599,445.26,0.34731,5345
1,5,2015,30,5/2015,27.064,321.85,0.346955,5346
1,6,2015,30,6/2015,27.173,158.81,0.33682249999999997,5347
1,7,2015,30,7/2015,27.247,174.28,0.32359,5348
1,8,2015,30,8/2015,28.373,27.638,0.2962475,5349
1,9,2015,30,9/2015,28.951,90.425,0.2729725,5350
1,11,2015,30,11/2015,29.513,31.551,0.261615,5351
1,11,2015,30,11/2015,29.513,31.551,0.261615,5352
1,12,2015,30,12/2015,28.695,217.95,0.264985,5353
1,6,2016,3,6/2016,27.711,135.24,0.31434249999999997,5354
1,7,2016,3,7/2016,27.632,134.67,0.305595,5355
1,8,2016,3,8/2016,28.707,94.653,0.281025,5356
1,3,2017,4,3/2017,26.183,563.46,0.3516375,5357
1,3,2017,4,3/2017,26.183,563.46,0.3516375,5358
1,4,2017,4,4/2017,26.788,354.55,0.353515,5359
1,4,2017,4,4/2017,26.788,354.55,0.353515,5360
1,5,2017,4,5/2017,27.413,274.06,0.3417,5361
1,5,2017,4,5/2017,27.413,274.06,0.3417,5362
1,6,2017,4,6/2017,27.572,149.56,0.334515,5363
1,6,2017,4,6/2017,27.572,149.56,0.334515,5364
1,8,2017,4,8/2017,28.502,151.72,0.2870375,5365
1,8,2017,4,8/2017,28.502,151.72,0.2870375,5366
1,10,2017,4,10/2017,28.66,196.66,0.26398750000000004,5367
1,10,2017,4,10/2017,28.66,196.66,0.26398750000000004,5368
1,11,2017,4,11/2017,29.085,21.461,0.2583975,5369
1,11,2017,4,11/2017,29.085,21.461,0.2583975,5370
3,1,2012,26,1/2012,27.485,409.01,0.25029250000000003,5371
3,2,2012,26,2/2012,26.549,491.13,0.2819575,5372
3,3,2012,26,3/2012,26.234,462.94,0.330365,5373
3,4,2012,26,4/2012,26.94,355.9,0.33424,5374
3,5,2012,26,5/2012,27.329,228.67,0.326335,5375
3,6,2012,26,6/2012,27.131,121.49,0.3095575,5376
3,7,2012,26,7/2012,26.892,113.03,0.3289025,5377
3,8,2012,26,8/2012,27.277,66.048,0.3072025,5378
3,9,2012,26,9/2012,28.32,68.715,0.26724,5379
3,10,2012,26,10/2012,29.649,81.293,0.23207,5380
3,11,2012,26,11/2012,29.815,50.59,0.2275675,5381
3,12,2012,26,12/2012,27.974,216.23,0.24805,5382
3,1,2013,27,1/2013,26.395,345.55,0.3064775,5383
3,2,2013,27,2/2013,26.246,640.97,0.33721999999999996,5384
3,3,2013,27,3/2013,26.561,429.59,0.3507825,5385
3,4,2013,27,4/2013,26.497,358.01,0.3562875,5386
3,5,2013,27,5/2013,26.672,332.1,0.35729999999999995,5387
3,6,2013,27,6/2013,27.006,168.09,0.32779,5388
3,7,2013,27,7/2013,26.365,198.53,0.33575750000000004,5389
3,8,2013,27,8/2013,27.651,179.35,0.3133825,5390
3,9,2013,27,9/2013,27.962,106.32,0.313295,5391
3,10,2013,27,10/2013,28.708,122.71,0.2779775,5392
3,12,2013,27,12/2013,28.444,250.6,0.26900749999999995,5393
3,1,2014,28,1/2014,26.869,383.05,0.2803,5394
3,2,2014,28,2/2014,26.026,569.41,0.3385325,5395
3,3,2014,28,3/2014,26.283,530.5,0.3499675,5396
3,4,2014,28,4/2014,26.563,422.34,0.353245,5397
3,5,2014,28,5/2014,26.576,260.45,0.3611525,5398
3,6,2014,28,6/2014,27.016,231.87,0.35194250000000005,5399
3,7,2014,28,7/2014,26.973,183.19,0.347575,5400
3,8,2014,28,8/2014,27.56,134,0.31989999999999996,5401
3,9,2014,28,9/2014,27.873,115.54,0.28923,5402
3,10,2014,28,10/2014,28.235,169.56,0.285095,5403
3,11,2014,28,11/2014,28.862,42.329,0.26914,5404
3,12,2014,28,12/2014,28.394,248.58,0.27065,5405
3,1,2015,29,1/2015,26.917,414.8,0.29011499999999996,5406
3,2,2015,29,2/2015,26.462,417.51,0.31074500000000005,5407
3,3,2015,29,3/2015,26.333,506.45,0.3387425,5408
3,4,2015,29,4/2015,26.599,445.26,0.34731,5409
3,5,2015,29,5/2015,27.064,321.85,0.346955,5410
3,6,2015,29,6/2015,27.173,158.81,0.33682249999999997,5411
3,7,2015,29,7/2015,27.247,174.28,0.32359,5412
3,8,2015,29,8/2015,28.373,27.638,0.2962475,5413
3,9,2015,29,9/2015,28.951,90.425,0.2729725,5414
3,11,2015,29,11/2015,29.513,31.551,0.261615,5415
3,11,2015,29,11/2015,29.513,31.551,0.261615,5416
3,12,2015,29,12/2015,28.695,217.95,0.264985,5417
3,5,2016,3,5/2016,27.738,376.44,0.332395,5418
3,7,2016,3,7/2016,27.632,134.67,0.305595,5419
3,8,2016,3,8/2016,28.707,94.653,0.281025,5420
3,2,2017,4,2/2017,26.121,562.97,0.34696750000000004,5421
3,2,2017,4,2/2017,26.121,562.97,0.34696750000000004,5422
3,4,2017,4,4/2017,26.788,354.55,0.353515,5423
3,4,2017,4,4/2017,26.788,354.55,0.353515,5424
3,5,2017,4,5/2017,27.413,274.06,0.3417,5425
3,5,2017,4,5/2017,27.413,274.06,0.3417,5426
3,6,2017,4,6/2017,27.572,149.56,0.334515,5427
3,6,2017,4,6/2017,27.572,149.56,0.334515,5428
3,8,2017,4,8/2017,28.502,151.72,0.2870375,5429
3,8,2017,4,8/2017,28.502,151.72,0.2870375,5430
3,11,2017,4,11/2017,29.085,21.461,0.2583975,5431
3,11,2017,4,11/2017,29.085,21.461,0.2583975,5432
4,1,2012,26,1/2012,27.485,409.01,0.25029250000000003,5433
4,2,2012,26,2/2012,26.549,491.13,0.2819575,5434
4,3,2012,26,3/2012,26.234,462.94,0.330365,5435
4,4,2012,26,4/2012,26.94,355.9,0.33424,5436
4,5,2012,26,5/2012,27.329,228.67,0.326335,5437
4,6,2012,26,6/2012,27.131,121.49,0.3095575,5438
4,7,2012,26,7/2012,26.892,113.03,0.3289025,5439
4,8,2012,26,8/2012,27.277,66.048,0.3072025,5440
4,10,2012,26,10/2012,29.649,81.293,0.23207,5441
4,11,2012,26,11/2012,29.815,50.59,0.2275675,5442
4,12,2012,26,12/2012,27.974,216.23,0.24805,5443
4,1,2013,27,1/2013,26.395,345.55,0.3064775,5444
4,2,2013,27,2/2013,26.246,640.97,0.33721999999999996,5445
4,3,2013,27,3/2013,26.561,429.59,0.3507825,5446
4,4,2013,27,4/2013,26.497,358.01,0.3562875,5447
4,5,2013,27,5/2013,26.672,332.1,0.35729999999999995,5448
4,6,2013,27,6/2013,27.006,168.09,0.32779,5449
4,7,2013,27,7/2013,26.365,198.53,0.33575750000000004,5450
4,8,2013,27,8/2013,27.651,179.35,0.3133825,5451
4,9,2013,27,9/2013,27.962,106.32,0.313295,5452
4,10,2013,27,10/2013,28.708,122.71,0.2779775,5453
4,12,2013,27,12/2013,28.444,250.6,0.26900749999999995,5454
4,1,2014,28,1/2014,26.869,383.05,0.2803,5455
4,2,2014,28,2/2014,26.026,569.41,0.3385325,5456
4,3,2014,28,3/2014,26.283,530.5,0.3499675,5457
4,4,2014,28,4/2014,26.563,422.34,0.353245,5458
4,5,2014,28,5/2014,26.576,260.45,0.3611525,5459
4,6,2014,28,6/2014,27.016,231.87,0.35194250000000005,5460
4,7,2014,28,7/2014,26.973,183.19,0.347575,5461
4,8,2014,28,8/2014,27.56,134,0.31989999999999996,5462
4,9,2014,28,9/2014,27.873,115.54,0.28923,5463
4,10,2014,28,10/2014,28.235,169.56,0.285095,5464
4,11,2014,28,11/2014,28.862,42.329,0.26914,5465
4,12,2014,28,12/2014,28.394,248.58,0.27065,5466
4,1,2015,29,1/2015,26.917,414.8,0.29011499999999996,5467
4,2,2015,29,2/2015,26.462,417.51,0.31074500000000005,5468
4,3,2015,29,3/2015,26.333,506.45,0.3387425,5469
4,4,2015,29,4/2015,26.599,445.26,0.34731,5470
4,5,2015,29,5/2015,27.064,321.85,0.346955,5471
4,5,2015,29,5/2015,27.064,321.85,0.346955,5472
4,7,2015,29,7/2015,27.247,174.28,0.32359,5473
4,8,2015,29,8/2015,28.373,27.638,0.2962475,5474
4,9,2015,29,9/2015,28.951,90.425,0.2729725,5475
4,11,2015,29,11/2015,29.513,31.551,0.261615,5476
4,11,2015,29,11/2015,29.513,31.551,0.261615,5477
4,12,2015,29,12/2015,28.695,217.95,0.264985,5478
4,7,2016,3,7/2016,27.632,134.67,0.305595,5479
4,8,2016,3,8/2016,28.707,94.653,0.281025,5480
4,4,2017,4,4/2017,26.788,354.55,0.353515,5481
4,5,2017,4,5/2017,27.413,274.06,0.3417,5482
4,6,2017,4,6/2017,27.572,149.56,0.334515,5483
4,8,2017,4,8/2017,28.502,151.72,0.2870375,5484
4,11,2017,4,11/2017,29.085,21.461,0.2583975,5485
5,1,2012,26,1/2012,27.485,409.01,0.25029250000000003,5486
5,2,2012,26,2/2012,26.549,491.13,0.2819575,5487
5,3,2012,26,3/2012,26.234,462.94,0.330365,5488
5,4,2012,26,4/2012,26.94,355.9,0.33424,5489
5,5,2012,26,5/2012,27.329,228.67,0.326335,5490
5,6,2012,26,6/2012,27.131,121.49,0.3095575,5491
5,7,2012,26,7/2012,26.892,113.03,0.3289025,5492
5,8,2012,26,8/2012,27.277,66.048,0.3072025,5493
5,9,2012,26,9/2012,28.32,68.715,0.26724,5494
5,10,2012,26,10/2012,29.649,81.293,0.23207,5495
5,11,2012,26,11/2012,29.815,50.59,0.2275675,5496
5,12,2012,26,12/2012,27.974,216.23,0.24805,5497
5,1,2013,27,1/2013,26.395,345.55,0.3064775,5498
5,2,2013,27,2/2013,26.246,640.97,0.33721999999999996,5499
5,3,2013,27,3/2013,26.561,429.59,0.3507825,5500
5,4,2013,27,4/2013,26.497,358.01,0.3562875,5501
5,5,2013,27,5/2013,26.672,332.1,0.35729999999999995,5502
5,6,2013,27,6/2013,27.006,168.09,0.32779,5503
5,7,2013,27,7/2013,26.365,198.53,0.33575750000000004,5504
5,8,2013,27,8/2013,27.651,179.35,0.3133825,5505
5,9,2013,27,9/2013,27.962,106.32,0.313295,5506
5,10,2013,27,10/2013,28.708,122.71,0.2779775,5507
5,11,2013,27,11/2013,28.15,195.89,0.27382000000000006,5508
5,12,2013,27,12/2013,28.444,250.6,0.26900749999999995,5509
5,1,2014,28,1/2014,26.869,383.05,0.2803,5510
5,2,2014,28,2/2014,26.026,569.41,0.3385325,5511
5,3,2014,28,3/2014,26.283,530.5,0.3499675,5512
5,4,2014,28,4/2014,26.563,422.34,0.353245,5513
5,5,2014,28,5/2014,26.576,260.45,0.3611525,5514
5,6,2014,28,6/2014,27.016,231.87,0.35194250000000005,5515
5,7,2014,28,7/2014,26.973,183.19,0.347575,5516
5,8,2014,28,8/2014,27.56,134,0.31989999999999996,5517
5,9,2014,28,9/2014,27.873,115.54,0.28923,5518
5,10,2014,28,10/2014,28.235,169.56,0.285095,5519
5,11,2014,28,11/2014,28.862,42.329,0.26914,5520
5,12,2014,28,12/2014,28.394,248.58,0.27065,5521
5,1,2015,29,1/2015,26.917,414.8,0.29011499999999996,5522
5,2,2015,29,2/2015,26.462,417.51,0.31074500000000005,5523
5,3,2015,29,3/2015,26.333,506.45,0.3387425,5524
5,4,2015,29,4/2015,26.599,445.26,0.34731,5525
5,5,2015,29,5/2015,27.064,321.85,0.346955,5526
5,6,2015,29,6/2015,27.173,158.81,0.33682249999999997,5527
5,7,2015,29,7/2015,27.247,174.28,0.32359,5528
5,8,2015,29,8/2015,28.373,27.638,0.2962475,5529
5,9,2015,29,9/2015,28.951,90.425,0.2729725,5530
5,11,2015,29,11/2015,29.513,31.551,0.261615,5531
5,11,2015,29,11/2015,29.513,31.551,0.261615,5532
5,12,2015,29,12/2015,28.695,217.95,0.264985,5533
5,7,2016,3,7/2016,27.632,134.67,0.305595,5534
5,8,2016,3,8/2016,28.707,94.653,0.281025,5535
5,4,2017,4,4/2017,26.788,354.55,0.353515,5536
5,5,2017,4,5/2017,27.413,274.06,0.3417,5537
5,6,2017,4,6/2017,27.572,149.56,0.334515,5538
5,8,2017,4,8/2017,28.502,151.72,0.2870375,5539
5,11,2017,4,11/2017,29.085,21.461,0.2583975,5540
6,1,2012,26,1/2012,27.485,409.01,0.25029250000000003,5541
6,2,2012,26,2/2012,26.549,491.13,0.2819575,5542
6,3,2012,26,3/2012,26.234,462.94,0.330365,5543
6,4,2012,26,4/2012,26.94,355.9,0.33424,5544
6,5,2012,26,5/2012,27.329,228.67,0.326335,5545
6,6,2012,26,6/2012,27.131,121.49,0.3095575,5546
6,7,2012,26,7/2012,26.892,113.03,0.3289025,5547
6,8,2012,26,8/2012,27.277,66.048,0.3072025,5548
6,9,2012,26,9/2012,28.32,68.715,0.26724,5549
6,10,2012,26,10/2012,29.649,81.293,0.23207,5550
6,11,2012,26,11/2012,29.815,50.59,0.2275675,5551
6,12,2012,26,12/2012,27.974,216.23,0.24805,5552
6,1,2013,27,1/2013,26.395,345.55,0.3064775,5553
6,2,2013,27,2/2013,26.246,640.97,0.33721999999999996,5554
6,3,2013,27,3/2013,26.561,429.59,0.3507825,5555
6,4,2013,27,4/2013,26.497,358.01,0.3562875,5556
6,5,2013,27,5/2013,26.672,332.1,0.35729999999999995,5557
6,6,2013,27,6/2013,27.006,168.09,0.32779,5558
6,7,2013,27,7/2013,26.365,198.53,0.33575750000000004,5559
6,8,2013,27,8/2013,27.651,179.35,0.3133825,5560
6,9,2013,27,9/2013,27.962,106.32,0.313295,5561
6,10,2013,27,10/2013,28.708,122.71,0.2779775,5562
6,11,2013,27,11/2013,28.15,195.89,0.27382000000000006,5563
6,12,2013,27,12/2013,28.444,250.6,0.26900749999999995,5564
6,1,2014,28,1/2014,26.869,383.05,0.2803,5565
6,2,2014,28,2/2014,26.026,569.41,0.3385325,5566
6,3,2014,28,3/2014,26.283,530.5,0.3499675,5567
6,4,2014,28,4/2014,26.563,422.34,0.353245,5568
6,5,2014,28,5/2014,26.576,260.45,0.3611525,5569
6,6,2014,28,6/2014,27.016,231.87,0.35194250000000005,5570
6,7,2014,28,7/2014,26.973,183.19,0.347575,5571
6,8,2014,28,8/2014,27.56,134,0.31989999999999996,5572
6,9,2014,28,9/2014,27.873,115.54,0.28923,5573
6,10,2014,28,10/2014,28.235,169.56,0.285095,5574
6,11,2014,28,11/2014,28.862,42.329,0.26914,5575
6,12,2014,28,12/2014,28.394,248.58,0.27065,5576
6,1,2015,29,1/2015,26.917,414.8,0.29011499999999996,5577
6,2,2015,29,2/2015,26.462,417.51,0.31074500000000005,5578
6,3,2015,29,3/2015,26.333,506.45,0.3387425,5579
6,4,2015,29,4/2015,26.599,445.26,0.34731,5580
6,5,2015,29,5/2015,27.064,321.85,0.346955,5581
6,6,2015,29,6/2015,27.173,158.81,0.33682249999999997,5582
6,7,2015,29,7/2015,27.247,174.28,0.32359,5583
6,8,2015,29,8/2015,28.373,27.638,0.2962475,5584
6,9,2015,29,9/2015,28.951,90.425,0.2729725,5585
6,11,2015,29,11/2015,29.513,31.551,0.261615,5586
6,11,2015,29,11/2015,29.513,31.551,0.261615,5587
6,12,2015,29,12/2015,28.695,217.95,0.264985,5588
6,5,2016,3,5/2016,27.738,376.44,0.332395,5589
6,7,2016,3,7/2016,27.632,134.67,0.305595,5590
6,8,2016,3,8/2016,28.707,94.653,0.281025,5591
6,4,2017,4,4/2017,26.788,354.55,0.353515,5592
6,5,2017,4,5/2017,27.413,274.06,0.3417,5593
6,8,2017,4,8/2017,28.502,151.72,0.2870375,5594
6,11,2017,4,11/2017,29.085,21.461,0.2583975,5595
7,1,2012,26,1/2012,27.485,409.01,0.25029250000000003,5596
7,2,2012,26,2/2012,26.549,491.13,0.2819575,5597
7,3,2012,26,3/2012,26.234,462.94,0.330365,5598
7,4,2012,26,4/2012,26.94,355.9,0.33424,5599
7,5,2012,26,5/2012,27.329,228.67,0.326335,5600
7,6,2012,26,6/2012,27.131,121.49,0.3095575,5601
7,7,2012,26,7/2012,26.892,113.03,0.3289025,5602
7,8,2012,26,8/2012,27.277,66.048,0.3072025,5603
7,9,2012,26,9/2012,28.32,68.715,0.26724,5604
7,10,2012,26,10/2012,29.649,81.293,0.23207,5605
7,11,2012,26,11/2012,29.815,50.59,0.2275675,5606
7,12,2012,26,12/2012,27.974,216.23,0.24805,5607
7,1,2013,27,1/2013,26.395,345.55,0.3064775,5608
7,2,2013,27,2/2013,26.246,640.97,0.33721999999999996,5609
7,3,2013,27,3/2013,26.561,429.59,0.3507825,5610
7,4,2013,27,4/2013,26.497,358.01,0.3562875,5611
7,5,2013,27,5/2013,26.672,332.1,0.35729999999999995,5612
7,6,2013,27,6/2013,27.006,168.09,0.32779,5613
7,7,2013,27,7/2013,26.365,198.53,0.33575750000000004,5614
7,8,2013,27,8/2013,27.651,179.35,0.3133825,5615
7,9,2013,27,9/2013,27.962,106.32,0.313295,5616
7,10,2013,27,10/2013,28.708,122.71,0.2779775,5617
7,11,2013,27,11/2013,28.15,195.89,0.27382000000000006,5618
7,12,2013,27,12/2013,28.444,250.6,0.26900749999999995,5619
7,1,2014,28,1/2014,26.869,383.05,0.2803,5620
7,2,2014,28,2/2014,26.026,569.41,0.3385325,5621
7,3,2014,28,3/2014,26.283,530.5,0.3499675,5622
7,4,2014,28,4/2014,26.563,422.34,0.353245,5623
7,5,2014,28,5/2014,26.576,260.45,0.3611525,5624
7,6,2014,28,6/2014,27.016,231.87,0.35194250000000005,5625
7,7,2014,28,7/2014,26.973,183.19,0.347575,5626
7,8,2014,28,8/2014,27.56,134,0.31989999999999996,5627
7,9,2014,28,9/2014,27.873,115.54,0.28923,5628
7,10,2014,28,10/2014,28.235,169.56,0.285095,5629
7,11,2014,28,11/2014,28.862,42.329,0.26914,5630
7,12,2014,28,12/2014,28.394,248.58,0.27065,5631
7,1,2015,29,1/2015,26.917,414.8,0.29011499999999996,5632
7,2,2015,29,2/2015,26.462,417.51,0.31074500000000005,5633
7,3,2015,29,3/2015,26.333,506.45,0.3387425,5634
7,4,2015,29,4/2015,26.599,445.26,0.34731,5635
7,5,2015,29,5/2015,27.064,321.85,0.346955,5636
7,6,2015,29,6/2015,27.173,158.81,0.33682249999999997,5637
7,7,2015,29,7/2015,27.247,174.28,0.32359,5638
7,8,2015,29,8/2015,28.373,27.638,0.2962475,5639
7,9,2015,29,9/2015,28.951,90.425,0.2729725,5640
7,11,2015,29,11/2015,29.513,31.551,0.261615,5641
7,11,2015,29,11/2015,29.513,31.551,0.261615,5642
7,12,2015,29,12/2015,28.695,217.95,0.264985,5643
7,5,2016,3,5/2016,27.738,376.44,0.332395,5644
7,7,2016,3,7/2016,27.632,134.67,0.305595,5645
7,8,2016,3,8/2016,28.707,94.653,0.281025,5646
7,4,2017,4,4/2017,26.788,354.55,0.353515,5647
7,5,2017,4,5/2017,27.413,274.06,0.3417,5648
7,8,2017,4,8/2017,28.502,151.72,0.2870375,5649
7,11,2017,4,11/2017,29.085,21.461,0.2583975,5650
9,1,2017,29,1/2017,26.2,575.24,0.327545,5651
9,2,2017,29,2/2017,26.121,559.83,0.34696750000000004,5652
9,3,2017,29,3/2017,26.183,551.84,0.3516375,5653
9,4,2017,29,4/2017,26.788,357.77,0.353515,5654
9,5,2017,29,5/2017,27.413,270.76,0.3417,5655
9,6,2017,29,6/2017,27.572,144.24,0.334515,5656
9,7,2017,29,7/2017,27.541,57,0.3238125,5657
9,8,2017,29,8/2017,28.502,141.45,0.2870375,5658
9,9,2017,29,9/2017,28.604,95.806,0.276455,5659
9,11,2017,29,11/2017,29.085,25.337,0.2583975,5660
10,1,2012,24,1/2012,27.485,381.82,0.25029250000000003,5661
10,1,2012,24,1/2012,27.485,381.82,0.25029250000000003,5662
10,2,2012,24,2/2012,26.549,478.91,0.2819575,5663
10,2,2012,24,2/2012,26.549,478.91,0.2819575,5664
10,3,2012,24,3/2012,26.234,459.26,0.330365,5665
10,3,2012,24,3/2012,26.234,459.26,0.330365,5666
10,4,2012,24,4/2012,26.94,346.79,0.33424,5667
10,4,2012,24,4/2012,26.94,346.79,0.33424,5668
10,5,2012,24,5/2012,27.329,228.67,0.326335,5669
10,5,2012,24,5/2012,27.329,228.67,0.326335,5670
10,6,2012,24,6/2012,27.131,121.62,0.3095575,5671
10,6,2012,24,6/2012,27.131,121.62,0.3095575,5672
10,7,2012,24,7/2012,26.892,116.7,0.3289025,5673
10,7,2012,24,7/2012,26.892,116.7,0.3289025,5674
10,8,2012,24,8/2012,27.277,62.904,0.3072025,5675
10,8,2012,24,8/2012,27.277,62.904,0.3072025,5676
10,10,2012,24,10/2012,29.649,88.05,0.23207,5677
10,11,2012,24,11/2012,29.815,47.664,0.2275675,5678
10,12,2012,24,12/2012,27.974,200.6,0.24805,5679
10,12,2012,24,12/2012,27.974,200.6,0.24805,5680
10,1,2013,25,1/2013,26.395,334.78,0.3064775,5681
10,1,2013,25,1/2013,26.395,334.78,0.3064775,5682
10,2,2013,25,2/2013,26.246,637.73,0.33721999999999996,5683
10,2,2013,25,2/2013,26.246,637.73,0.33721999999999996,5684
10,3,2013,25,3/2013,26.561,428.42,0.3507825,5685
10,3,2013,25,3/2013,26.561,428.42,0.3507825,5686
10,4,2013,25,4/2013,26.497,362.5,0.3562875,5687
10,4,2013,25,4/2013,26.497,362.5,0.3562875,5688
10,5,2013,25,5/2013,26.672,343.73,0.35729999999999995,5689
10,5,2013,25,5/2013,26.672,343.73,0.35729999999999995,5690
